	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SDHAF3	5.82126357453271e-20	0.348440905115483	0.497	0.221	1.51882587923133e-15	Proliferative hepatocytes	SDHAF3
ASGR11	6.31034756980453e-20	0.401103243311583	0.817	0.431	1.6464327844377e-15	Proliferative hepatocytes	ASGR1
ALDOB1	6.3159861245692e-20	0.406249996031955	0.964	0.681	1.64790393976135e-15	Proliferative hepatocytes	ALDOB
ORC3	6.53993464250916e-20	0.316773076819469	0.477	0.204	1.70633434757707e-15	Proliferative hepatocytes	ORC3
CYP4F21	7.01364864996092e-20	0.32540673818216	0.386	0.149	1.8299310692613e-15	Proliferative hepatocytes	CYP4F2
NIF3L1	7.10837209350564e-20	0.266763312401341	0.335	0.119	1.85464536291656e-15	Proliferative hepatocytes	NIF3L1
CYP1A2	7.20068247451875e-20	0.382482467157355	0.284	0.092	1.87873006442669e-15	Proliferative hepatocytes	CYP1A2
CCL20	8.1412267998003e-20	0.73342018580759	0.259	0.08	2.1241274843359e-15	Proliferative hepatocytes	CCL20
MRPL461	8.46691784205281e-20	0.299507283138147	0.406	0.162	2.20910353417e-15	Proliferative hepatocytes	MRPL46
EML41	8.70124161812612e-20	0.462588219799016	0.721	0.415	2.27024095058529e-15	Proliferative hepatocytes	EML4
BX284668.5	8.9966232222188e-20	0.483259655663904	0.518	0.253	2.34730896490911e-15	Proliferative hepatocytes	BX284668.5
MEST	9.27185763633836e-20	0.277299334372795	0.289	0.097	2.41912037589704e-15	Proliferative hepatocytes	MEST
SS18	9.28037774990432e-20	0.336154009823632	0.36	0.138	2.42134335872754e-15	Proliferative hepatocytes	SS18
ANP32B1	9.7515270561878e-20	0.388616585982516	0.863	0.517	2.54427092422996e-15	Proliferative hepatocytes	ANP32B
BCKDHB1	1.04244908335479e-19	0.284293812604287	0.371	0.14	2.71985390338097e-15	Proliferative hepatocytes	BCKDHB
HLF1	1.05580518404605e-19	0.279488538480454	0.36	0.135	2.75470130569456e-15	Proliferative hepatocytes	HLF
FMR1	1.06438963085529e-19	0.332436752047354	0.401	0.161	2.77709898586453e-15	Proliferative hepatocytes	FMR1
STX17	1.24727628791744e-19	0.329163324984166	0.401	0.163	3.25426856280539e-15	Proliferative hepatocytes	STX17
MID1IP1	1.31372597601565e-19	0.392924847526108	0.452	0.189	3.42764244402243e-15	Proliferative hepatocytes	MID1IP1
LRRC58	1.36547939109898e-19	0.293424599583019	0.391	0.153	3.56267227931634e-15	Proliferative hepatocytes	LRRC58
LIX1L	1.37025012477673e-19	0.282185720950228	0.35	0.129	3.57511960055498e-15	Proliferative hepatocytes	LIX1L
SMIM30	1.44807187780991e-19	0.519548900396259	0.604	0.33	3.77816433639382e-15	Proliferative hepatocytes	SMIM30
TRIOBP1	1.46564503552529e-19	0.285596892608298	0.391	0.152	3.82401446218902e-15	Proliferative hepatocytes	TRIOBP
PCYT21	1.59089566499035e-19	0.336761119000869	0.447	0.19	4.15080587952633e-15	Proliferative hepatocytes	PCYT2
LRRC42	1.72294457533915e-19	0.265948086379502	0.284	0.094	4.49533469151738e-15	Proliferative hepatocytes	LRRC42
THAP7	1.83879200050939e-19	0.300611205502807	0.391	0.154	4.79759220852905e-15	Proliferative hepatocytes	THAP7
NASP1	1.89323747038364e-19	0.493948360659758	0.574	0.301	4.93964588397795e-15	Proliferative hepatocytes	NASP
TMEM138	2.27762039687819e-19	0.26829797788854	0.33	0.119	5.9425393774949e-15	Proliferative hepatocytes	TMEM138
HIGD1A2	2.27869278151651e-19	0.415195008412581	0.787	0.46	5.94533733625473e-15	Proliferative hepatocytes	HIGD1A
ADGRG6	2.2939929471301e-19	0.360838327125868	0.376	0.149	5.98525699835715e-15	Proliferative hepatocytes	ADGRG6
SLC35B4	2.38599017915324e-19	0.347261673395386	0.335	0.126	6.22528697642872e-15	Proliferative hepatocytes	SLC35B4
TPRKB1	2.64757080301717e-19	0.452999994723684	0.655	0.357	6.90777698215209e-15	Proliferative hepatocytes	TPRKB
TPGS2	2.81237521741624e-19	0.329719385231059	0.472	0.206	7.3377681797607e-15	Proliferative hepatocytes	TPGS2
MT-CO21	3.08003727125017e-19	0.410844417028664	1	1	8.03612524441882e-15	Proliferative hepatocytes	MT-CO2
C17orf58	3.09968070664844e-19	0.266545443138746	0.299	0.103	8.08737693171645e-15	Proliferative hepatocytes	C17orf58
ATL3	3.11664490193209e-19	0.311044229204285	0.421	0.175	8.13163821363102e-15	Proliferative hepatocytes	ATL3
CTSF1	3.11951786785971e-19	0.345605540945624	0.467	0.206	8.13913406903277e-15	Proliferative hepatocytes	CTSF
MSH6	3.19709814608925e-19	0.314878096558129	0.391	0.156	8.34154877296147e-15	Proliferative hepatocytes	MSH6
EVA1A1	3.21335200077026e-19	0.327198032701733	0.391	0.156	8.38395670520968e-15	Proliferative hepatocytes	EVA1A
PBX3	3.24908489554923e-19	0.286809031255479	0.355	0.134	8.47718740097749e-15	Proliferative hepatocytes	PBX3
ABHD31	3.55311012353616e-19	0.469742761042171	0.503	0.238	9.2704196233182e-15	Proliferative hepatocytes	ABHD3
CLMN	3.56931716078415e-19	0.264262081417289	0.315	0.111	9.31270540420193e-15	Proliferative hepatocytes	CLMN
F13B1	3.59039165743688e-19	0.332491071119111	0.563	0.258	9.36769087341857e-15	Proliferative hepatocytes	F13B
HAL1	3.6728292279579e-19	0.36018838456639	0.513	0.232	9.58277873866496e-15	Proliferative hepatocytes	HAL
STK16	3.77708783153117e-19	0.312627989629698	0.386	0.154	9.85479986124798e-15	Proliferative hepatocytes	STK16
ZFP91	3.93970295408008e-19	0.321623205608757	0.376	0.148	1.02790789774903e-14	Proliferative hepatocytes	ZFP91
SORBS11	4.06800927508494e-19	0.255820119042897	0.299	0.103	1.06138429996241e-14	Proliferative hepatocytes	SORBS1
PRDX22	4.29416873455956e-19	0.504936821936002	0.832	0.537	1.12039156453394e-14	Proliferative hepatocytes	PRDX2
UQCC31	4.30313754123459e-19	0.43902920509374	0.548	0.27	1.12273161588352e-14	Proliferative hepatocytes	UQCC3
IFT74	5.05742923633918e-19	0.325252695974703	0.365	0.142	1.31953386205326e-14	Proliferative hepatocytes	IFT74
SPTBN12	5.69442037828481e-19	0.41552178199953	0.736	0.406	1.48573122089829e-14	Proliferative hepatocytes	SPTBN1
TIMM21	5.80731386145897e-19	0.306407497111995	0.376	0.149	1.51518625959326e-14	Proliferative hepatocytes	TIMM21
RHOBTB31	5.89290828689085e-19	0.360379706613675	0.442	0.194	1.53751870113269e-14	Proliferative hepatocytes	RHOBTB3
XYLB	6.36824506164633e-19	0.255756193944483	0.305	0.106	1.66153881903414e-14	Proliferative hepatocytes	XYLB
ACSM2A1	6.6067859421278e-19	0.477994090121262	0.619	0.313	1.72377652016056e-14	Proliferative hepatocytes	ACSM2A
ARPC1A1	6.66427624105839e-19	0.301505636953825	0.528	0.241	1.73877631405454e-14	Proliferative hepatocytes	ARPC1A
HAUS6	7.206991538937e-19	0.251298461186854	0.294	0.101	1.88037616242405e-14	Proliferative hepatocytes	HAUS6
PEMT1	7.39024437941818e-19	0.501642378067643	0.518	0.253	1.928188661034e-14	Proliferative hepatocytes	PEMT
SLC43A3	7.42748646925364e-19	0.382583110655804	0.553	0.27	1.93790549469297e-14	Proliferative hepatocytes	SLC43A3
PMF1	7.58547832962574e-19	0.393444214606078	0.528	0.253	1.97912715098265e-14	Proliferative hepatocytes	PMF1
MUS811	8.01409716316692e-19	0.419558790095711	0.442	0.195	2.09095809084188e-14	Proliferative hepatocytes	MUS81
PRPS2	8.33776140740934e-19	0.271632348024259	0.289	0.099	2.17540532880717e-14	Proliferative hepatocytes	PRPS2
MORN2	8.39281073626624e-19	0.301624064864925	0.325	0.119	2.18976824919923e-14	Proliferative hepatocytes	MORN2
STOML21	8.42499116188337e-19	0.394554988858443	0.716	0.388	2.19816444404699e-14	Proliferative hepatocytes	STOML2
MIR1244-2	8.86874660059625e-19	0.279436416218023	0.33	0.122	2.31394467556157e-14	Proliferative hepatocytes	MIR1244-2
EXOSC3	9.55873709821925e-19	0.346626511995921	0.401	0.168	2.49397009629639e-14	Proliferative hepatocytes	EXOSC3
TMX21	1.03192865436875e-18	0.367531542133422	0.523	0.252	2.69240505211351e-14	Proliferative hepatocytes	TMX2
PECR1	1.03662196688799e-18	0.397609311415243	0.538	0.257	2.70465037380746e-14	Proliferative hepatocytes	PECR
ALDH1A11	1.10886001911934e-18	0.439907286851356	0.893	0.564	2.89312667588427e-14	Proliferative hepatocytes	ALDH1A1
CMC21	1.17654424709918e-18	0.418945041937318	0.685	0.39	3.06972159510647e-14	Proliferative hepatocytes	CMC2
ERH2	1.3503994191813e-18	0.41309668318717	0.893	0.606	3.52332712458594e-14	Proliferative hepatocytes	ERH
PGLYRP21	1.4043988437504e-18	0.314998440569762	0.497	0.221	3.66421702322916e-14	Proliferative hepatocytes	PGLYRP2
ALG14	1.53717944288196e-18	0.308499361999285	0.36	0.141	4.01065488442332e-14	Proliferative hepatocytes	ALG14
HSD3B7	1.62155273137976e-18	0.252672683225646	0.274	0.091	4.23079323144294e-14	Proliferative hepatocytes	HSD3B7
HDAC6	1.74742327252284e-18	0.295525024432683	0.33	0.122	4.55920206033935e-14	Proliferative hepatocytes	HDAC6
DPH5	1.7550404449782e-18	0.250525647051445	0.279	0.095	4.57907602499263e-14	Proliferative hepatocytes	DPH5
RDH111	1.81395835787892e-18	0.412733011896898	0.65	0.347	4.73279875154189e-14	Proliferative hepatocytes	RDH11
LBP1	1.98761737844683e-18	0.442537726933019	0.518	0.239	5.18589250210561e-14	Proliferative hepatocytes	LBP
STXBP6	2.01349252666771e-18	0.271388849233449	0.259	0.084	5.25340335132871e-14	Proliferative hepatocytes	STXBP6
HMGCS21	2.08460431269082e-18	0.289158784939909	0.954	0.511	5.43894111224161e-14	Proliferative hepatocytes	HMGCS2
TMBIM61	2.21059564727541e-18	0.403696854588024	1	0.942	5.76766510330627e-14	Proliferative hepatocytes	TMBIM6
SMUG1	2.23457380943199e-18	0.315183373044563	0.406	0.17	5.83022652618901e-14	Proliferative hepatocytes	SMUG1
PGM3	2.34200482497523e-18	0.290020392501614	0.365	0.144	6.11052478884288e-14	Proliferative hepatocytes	PGM3
CISH	2.35864023066943e-18	0.253346335470574	0.259	0.084	6.15392822583962e-14	Proliferative hepatocytes	CISH
CYP2D71	2.48960933287152e-18	0.436030667549541	0.528	0.25	6.49563971039508e-14	Proliferative hepatocytes	CYP2D7
RAD17	2.51205502033478e-18	0.291054828585824	0.396	0.161	6.55420275355548e-14	Proliferative hepatocytes	RAD17
GTF3C5	2.53967085732146e-18	0.267564390635393	0.305	0.108	6.62625523383742e-14	Proliferative hepatocytes	GTF3C5
TMEM99	2.61473655134699e-18	0.313798183501723	0.32	0.118	6.82210913611942e-14	Proliferative hepatocytes	TMEM99
RETREG2	2.70102883963181e-18	0.332392113558329	0.391	0.162	7.04725434548336e-14	Proliferative hepatocytes	RETREG2
ANKRD39	2.98261941664449e-18	0.339765774750932	0.345	0.134	7.78195231996715e-14	Proliferative hepatocytes	ANKRD39
C1orf212	3.08419287076607e-18	0.413689493588575	0.66	0.34	8.04696761911575e-14	Proliferative hepatocytes	C1orf21
ALG8	3.17314677956601e-18	0.334472705697576	0.452	0.202	8.27905726256568e-14	Proliferative hepatocytes	ALG8
ISOC11	3.2920026435078e-18	0.353953275483535	0.482	0.223	8.58916409717619e-14	Proliferative hepatocytes	ISOC1
ACSM51	3.34921371519943e-18	0.382481182005254	0.416	0.183	8.73843350432684e-14	Proliferative hepatocytes	ACSM5
RER1	3.52792445226971e-18	0.46614090925609	0.711	0.426	9.20470768841691e-14	Proliferative hepatocytes	RER1
C8G1	3.61124288144006e-18	0.407583057572404	0.751	0.395	9.42209380196526e-14	Proliferative hepatocytes	C8G
LZIC	3.65273348621643e-18	0.344978376883767	0.467	0.215	9.5303469388873e-14	Proliferative hepatocytes	LZIC
MPPE1	3.66052730344578e-18	0.332999099073628	0.396	0.165	9.55068178742037e-14	Proliferative hepatocytes	MPPE1
PIGU	3.69602421474735e-18	0.264242758222053	0.31	0.112	9.64329677869732e-14	Proliferative hepatocytes	PIGU
FBXO22	4.46223289167206e-18	0.317648091387555	0.381	0.157	1.16424118376616e-13	Proliferative hepatocytes	FBXO22
SLC47A11	4.48497669509528e-18	0.275337201525625	0.355	0.137	1.17017526951731e-13	Proliferative hepatocytes	SLC47A1
ENTPD3-AS1	4.50649860019156e-18	0.294182877230035	0.31	0.113	1.17579054977598e-13	Proliferative hepatocytes	ENTPD3-AS1
RBBP72	4.53147590404576e-18	0.399127703952627	0.604	0.313	1.18230737812458e-13	Proliferative hepatocytes	RBBP7
FOXA21	4.64266658840239e-18	0.322170692432555	0.325	0.123	1.21131813958007e-13	Proliferative hepatocytes	FOXA2
SCN9A	4.81243214001591e-18	0.307092300338136	0.269	0.09	1.25561166965155e-13	Proliferative hepatocytes	SCN9A
CLDN71	4.82217920162761e-18	0.29747742813452	0.457	0.196	1.25815477549666e-13	Proliferative hepatocytes	CLDN7
ILVBL	4.85401803590446e-18	0.318443059619859	0.355	0.141	1.26646184574783e-13	Proliferative hepatocytes	ILVBL
OARD11	4.89918936108144e-18	0.377369598351896	0.497	0.238	1.27824749619976e-13	Proliferative hepatocytes	OARD1
FAM104B	4.93831349404911e-18	0.277379706197611	0.365	0.144	1.28845537373235e-13	Proliferative hepatocytes	FAM104B
MORF4L2	5.14571761249719e-18	0.444549914392089	0.736	0.45	1.34256918227664e-13	Proliferative hepatocytes	MORF4L2
CFHR31	5.31940053902012e-18	0.731558837556447	0.538	0.267	1.38788479463574e-13	Proliferative hepatocytes	CFHR3
SVIP1	5.32641374549325e-18	0.370950649659709	0.523	0.253	1.38971461033664e-13	Proliferative hepatocytes	SVIP
TUBA4A1	5.61568023349297e-18	0.409208841649507	0.457	0.203	1.46518712972065e-13	Proliferative hepatocytes	TUBA4A
HMGN12	5.96504311099579e-18	0.408449574124598	0.843	0.559	1.55633939808991e-13	Proliferative hepatocytes	HMGN1
RABL3	6.1580335110264e-18	0.260575228095811	0.345	0.132	1.6066925233619e-13	Proliferative hepatocytes	RABL3
ALCAM1	6.24049019057811e-18	0.431254378120606	0.619	0.335	1.62820629562374e-13	Proliferative hepatocytes	ALCAM
SLC35C1	6.48538958257859e-18	0.274306969824017	0.299	0.107	1.69210299599058e-13	Proliferative hepatocytes	SLC35C1
UGP21	7.28375041630123e-18	0.402606099022547	0.893	0.563	1.90040332111715e-13	Proliferative hepatocytes	UGP2
FAF1	7.75533183334969e-18	0.269079591464183	0.371	0.148	2.02344362863927e-13	Proliferative hepatocytes	FAF1
MYO61	7.81860786834093e-18	0.257772621785344	0.325	0.12	2.03995297892883e-13	Proliferative hepatocytes	MYO6
LMO7	7.87061087189032e-18	0.256923918220158	0.305	0.11	2.0535210825849e-13	Proliferative hepatocytes	LMO7
MRPL49	8.08927616093122e-18	0.30259030676349	0.36	0.145	2.11057304314857e-13	Proliferative hepatocytes	MRPL49
PTMS1	8.13693989093712e-18	0.445281260240433	0.924	0.628	2.1230089869444e-13	Proliferative hepatocytes	PTMS
MOSPD3	8.31957954064626e-18	0.308299244412322	0.411	0.175	2.17066149795001e-13	Proliferative hepatocytes	MOSPD3
LNPK	8.76648362358479e-18	0.292654883702119	0.35	0.137	2.28726324222951e-13	Proliferative hepatocytes	LNPK
HMBS	9.08352920315301e-18	0.268348755304146	0.31	0.114	2.36998360439465e-13	Proliferative hepatocytes	HMBS
ECH11	9.45467386671694e-18	0.440986081767565	0.924	0.692	2.46681895856512e-13	Proliferative hepatocytes	ECH1
NUDT8	9.91209097140274e-18	0.250554401514294	0.31	0.112	2.58616365534869e-13	Proliferative hepatocytes	NUDT8
RNF51	1.01611931231805e-17	0.402526491610046	0.69	0.388	2.65115689776902e-13	Proliferative hepatocytes	RNF5
TSPAN131	1.0185884587271e-17	0.298441083450034	0.386	0.158	2.65759914766487e-13	Proliferative hepatocytes	TSPAN13
HNRNPA2B12	1.07344235278557e-17	0.369924323455537	1	0.953	2.80071844265282e-13	Proliferative hepatocytes	HNRNPA2B1
SYPL11	1.14179004319837e-17	0.401473698060786	0.68	0.386	2.97904440170888e-13	Proliferative hepatocytes	SYPL1
CSTF3	1.15939651406538e-17	0.27950592688387	0.365	0.145	3.02498144484799e-13	Proliferative hepatocytes	CSTF3
UHRF1BP1L	1.16003950941991e-17	0.297002987242557	0.467	0.209	3.0266590840275e-13	Proliferative hepatocytes	UHRF1BP1L
XPO1	1.28267238957369e-17	0.418916887068623	0.594	0.317	3.34662053163671e-13	Proliferative hepatocytes	XPO1
CMAS	1.33890933028395e-17	0.308154744047356	0.569	0.278	3.49334833364385e-13	Proliferative hepatocytes	CMAS
SMC31	1.3425696313638e-17	0.479451189710792	0.614	0.351	3.50289842519128e-13	Proliferative hepatocytes	SMC3
TMEM2201	1.359344808389e-17	0.423800943988351	0.431	0.197	3.54666653956773e-13	Proliferative hepatocytes	TMEM220
PRKRIP1	1.37162402936937e-17	0.313310680991406	0.411	0.175	3.57870425502761e-13	Proliferative hepatocytes	PRKRIP1
NUDCD2	1.44015061837532e-17	0.512014533653558	0.599	0.338	3.75749697840305e-13	Proliferative hepatocytes	NUDCD2
FAHD2A	1.44825706149773e-17	0.327115127161117	0.396	0.168	3.77864749915372e-13	Proliferative hepatocytes	FAHD2A
MRPS18A	1.50411706551759e-17	0.340769248324402	0.513	0.245	3.92439183564195e-13	Proliferative hepatocytes	MRPS18A
NDUFA62	1.52523898531942e-17	0.570842834488813	0.883	0.641	3.97950103659689e-13	Proliferative hepatocytes	NDUFA6
SYNE23	1.57701652410949e-17	0.313973139688293	0.508	0.23	4.11459381305407e-13	Proliferative hepatocytes	SYNE2
RASSF71	1.58270277168826e-17	0.349858559058385	0.355	0.145	4.12942980161183e-13	Proliferative hepatocytes	RASSF7
NDUFC21	1.63630002705832e-17	0.431402803134622	0.822	0.506	4.26927040059786e-13	Proliferative hepatocytes	NDUFC2
APIP	1.66507999733567e-17	0.372514885219028	0.528	0.259	4.3443602210485e-13	Proliferative hepatocytes	APIP
MARVELD21	1.66838152202608e-17	0.287250628831853	0.355	0.141	4.35297422911824e-13	Proliferative hepatocytes	MARVELD2
ZG16B	1.6880666481188e-17	0.288121806588146	0.269	0.09	4.40433469160675e-13	Proliferative hepatocytes	ZG16B
DHRS71	1.6906047847287e-17	0.44315433727112	0.802	0.529	4.41095694383566e-13	Proliferative hepatocytes	DHRS7
TSN	1.7009685294501e-17	0.296844602836856	0.442	0.194	4.43799699018827e-13	Proliferative hepatocytes	TSN
CYP4A221	1.71296828110465e-17	0.276254859649511	0.376	0.152	4.46930554223014e-13	Proliferative hepatocytes	CYP4A22
PDXDC1	1.75524799866182e-17	0.345229080331243	0.497	0.237	4.57961755330856e-13	Proliferative hepatocytes	PDXDC1
UMAD1	1.80464099734799e-17	0.293144186375207	0.34	0.134	4.70848882618064e-13	Proliferative hepatocytes	UMAD1
IFRD1	1.83852419440988e-17	0.310446435096914	0.401	0.171	4.79689347563481e-13	Proliferative hepatocytes	IFRD1
HSDL21	1.86494884081394e-17	0.357620722061173	0.609	0.321	4.86583802056765e-13	Proliferative hepatocytes	HSDL2
TCAIM	1.9367764026978e-17	0.27530680619557	0.386	0.159	5.05324331227882e-13	Proliferative hepatocytes	TCAIM
ZC3H8	1.96014296534817e-17	0.311312559026792	0.294	0.106	5.11420901088991e-13	Proliferative hepatocytes	ZC3H8
AR1	2.31952410037607e-17	0.267468325013101	0.36	0.141	6.0518703302912e-13	Proliferative hepatocytes	AR
ALDH6A11	2.37311529692613e-17	0.318679697351384	0.772	0.416	6.19169512120997e-13	Proliferative hepatocytes	ALDH6A1
CDC27	2.37919423927641e-17	0.364065434179501	0.376	0.16	6.20755568969608e-13	Proliferative hepatocytes	CDC27
GOLT1A1	2.40657538510815e-17	0.313669419773394	0.563	0.268	6.27899583728567e-13	Proliferative hepatocytes	GOLT1A
TMEM199	2.49165025020708e-17	0.303763636277746	0.386	0.163	6.5009646678153e-13	Proliferative hepatocytes	TMEM199
TMED51	2.60977582606237e-17	0.384273195372919	0.731	0.427	6.80916610777932e-13	Proliferative hepatocytes	TMED5
SUCO	2.7382687001904e-17	0.306266824478178	0.386	0.163	7.14441686566677e-13	Proliferative hepatocytes	SUCO
TMEM1601	2.8178318021482e-17	0.446141203877354	0.66	0.364	7.35200495498486e-13	Proliferative hepatocytes	TMEM160
DSP1	3.07879564158339e-17	0.256365851830138	0.447	0.194	8.03288570845522e-13	Proliferative hepatocytes	DSP
ACOT4	3.26907666664923e-17	0.331492920237636	0.315	0.119	8.5293479309545e-13	Proliferative hepatocytes	ACOT4
MT2P1	3.38842267381716e-17	0.689880276810537	0.31	0.122	8.84073359825636e-13	Proliferative hepatocytes	MT2P1
CHPT11	3.49502582764126e-17	0.336296285436746	0.614	0.322	9.1188718868988e-13	Proliferative hepatocytes	CHPT1
PLIN3	3.7322817013004e-17	0.28668231594146	0.381	0.157	9.73789618686288e-13	Proliferative hepatocytes	PLIN3
HMGB14	3.78030885594661e-17	0.296666938395014	0.985	0.884	9.86320383605029e-13	Proliferative hepatocytes	HMGB1
MAP3K132	3.89806642355715e-17	0.448861240466202	0.645	0.368	1.0170445105703e-12	Proliferative hepatocytes	MAP3K13
ARMT1	3.92301121144952e-17	0.284400390747939	0.376	0.155	1.02355285517929e-12	Proliferative hepatocytes	ARMT1
HAGH1	4.17366870469991e-17	0.427473269728186	0.629	0.36	1.08895190174325e-12	Proliferative hepatocytes	HAGH
RPP25L1	4.23247549173761e-17	0.404213939854951	0.477	0.227	1.10429518054926e-12	Proliferative hepatocytes	RPP25L
METTL27	4.28001229321716e-17	0.286484437277906	0.254	0.085	1.11669800742329e-12	Proliferative hepatocytes	METTL27
COX6A12	4.31279010990734e-17	0.418629770212128	0.995	0.823	1.12525006757592e-12	Proliferative hepatocytes	COX6A1
AGL	4.32961567464604e-17	0.26192535799212	0.345	0.136	1.1296400256719e-12	Proliferative hepatocytes	AGL
